player_name,class,position,games_played,games_started,number,height,bats,throws,hometown,high_school,player_id,player_url,team_id,year,team_name,conference_id,conference,division,season_id,prev_team_id
Zach Garcia,Jr.,P,15,13,30,6-2,LEFT,LEFT,"New Braunfels, TX",,8276229,https://stats.ncaa.org/players/8276229,573989,2024,A&M-Corpus Christi,914,Southland,1,16580,26172
Evans Hendricks,Sr.,P,8,3,28,6-0,LEFT,LEFT,"Seguin, TX",,8259958,https://stats.ncaa.org/players/8259958,573989,2024,A&M-Corpus Christi,914,Southland,1,16580,26172
Matthew Molina,Fr.,P,4,1,39,6-0,RIGHT,RIGHT,"Alice, TX",,8271054,https://stats.ncaa.org/players/8271054,573989,2024,A&M-Corpus Christi,914,Southland,1,16580,26172
Cade Sanchez,Jr.,INF,7,6,12,5-9,RIGHT,RIGHT,"Houston, TX",,8425830,https://stats.ncaa.org/players/8425830,573989,2024,A&M-Corpus Christi,914,Southland,1,16580,26172
Maddox Thornton,Sr.,P,22,2,17,6-2,RIGHT,RIGHT,"Bentonville, AR",Bentonville West,8425833,https://stats.ncaa.org/players/8425833,573989,2024,A&M-Corpus Christi,914,Southland,1,16580,26172
Karson Krowka,Jr.,INF,8,4,13,5-11,RIGHT,RIGHT,"Heath, TX",,8425831,https://stats.ncaa.org/players/8425831,573989,2024,A&M-Corpus Christi,914,Southland,1,16580,26172
Logan Vaughan,Jr.,C,53,44,20,6-1,RIGHT,RIGHT,"Coweta, OK",,8425837,https://stats.ncaa.org/players/8425837,573989,2024,A&M-Corpus Christi,914,Southland,1,16580,26172
Sebastian Trinidad,Sr.,INF,55,55,2,5-11,RIGHT,RIGHT,"Ponce, PR",,8261272,https://stats.ncaa.org/players/8261272,573989,2024,A&M-Corpus Christi,914,Southland,1,16580,26172
Tucker McEnroe,So.,OF,5,5,5,6-2,RIGHT,RIGHT,"Spring, TX",,8260394,https://stats.ncaa.org/players/8260394,573989,2024,A&M-Corpus Christi,914,Southland,1,16580,26172
Samuel Feltz,Sr.,P,22,3,43,6-1,RIGHT,RIGHT,"Saint Charles, MO",,8281947,https://stats.ncaa.org/players/8281947,573989,2024,A&M-Corpus Christi,914,Southland,1,16580,26172
Chance Reisdorph,Jr.,C,50,43,9,6-3,RIGHT,RIGHT,"New Braunfels, TX",,8282005,https://stats.ncaa.org/players/8282005,573989,2024,A&M-Corpus Christi,914,Southland,1,16580,26172
Austin Dean,Sr.,P,17,0,33,6-0,RIGHT,RIGHT,"Pearland, TX",,8279511,https://stats.ncaa.org/players/8279511,573989,2024,A&M-Corpus Christi,914,Southland,1,16580,26172
Matthew Watson,Jr.,P,13,11,11,6-5,RIGHT,RIGHT,"Rogers, AR",,8279670,https://stats.ncaa.org/players/8279670,573989,2024,A&M-Corpus Christi,914,Southland,1,16580,26172
Christian Smith-Johnson,So.,OF,53,44,23,6-1,RIGHT,RIGHT,"N Richland Hills, TX",,8279703,https://stats.ncaa.org/players/8279703,573989,2024,A&M-Corpus Christi,914,Southland,1,16580,26172
Jose Enriquez,Sr.,INF,5,2,44,6-0,LEFT,LEFT,"El Paso, TX",,8284728,https://stats.ncaa.org/players/8284728,573989,2024,A&M-Corpus Christi,914,Southland,1,16580,26172
Jared Harris,Jr.,C,1,0,15,6-0,RIGHT,RIGHT,"Tomball, TX",,8279907,https://stats.ncaa.org/players/8279907,573989,2024,A&M-Corpus Christi,914,Southland,1,16580,26172
Cole Modgling,Sr.,OF,52,38,14,5-7,RIGHT,RIGHT,"Castroville, TX",,8283864,https://stats.ncaa.org/players/8283864,573989,2024,A&M-Corpus Christi,914,Southland,1,16580,26172
David Stuart,Jr.,P,10,1,18,6-4,RIGHT,RIGHT,"Lawrence, KS",,8425834,https://stats.ncaa.org/players/8425834,573989,2024,A&M-Corpus Christi,914,Southland,1,16580,26172
Mario Mendoza Jr.,Jr.,INF,13,4,19,5-10,RIGHT,RIGHT,"Pflugerville, TX",,8425836,https://stats.ncaa.org/players/8425836,573989,2024,A&M-Corpus Christi,914,Southland,1,16580,26172
Garrett Gruell,Jr.,OF,55,55,22,5-11,RIGHT,RIGHT,"Groesbeck, TX",,8425838,https://stats.ncaa.org/players/8425838,573989,2024,A&M-Corpus Christi,914,Southland,1,16580,26172
Dylan Hill,Jr.,P,0,0,25,6-4,RIGHT,RIGHT,"Garland, TX",,8425841,https://stats.ncaa.org/players/8425841,573989,2024,A&M-Corpus Christi,914,Southland,1,16580,26172
Joshua Munoz,Fr.,UT,11,0,27,5-9,RIGHT,RIGHT,"Los Fresnos, TX",,8425844,https://stats.ncaa.org/players/8425844,573989,2024,A&M-Corpus Christi,914,Southland,1,16580,26172
Michael Schwarz,Jr.,P,5,0,29,6-2,RIGHT,LEFT,"Greenacres, WA",,8425847,https://stats.ncaa.org/players/8425847,573989,2024,A&M-Corpus Christi,914,Southland,1,16580,26172
Ethan Rivera,Sr.,P,6,0,31,5-11,RIGHT,RIGHT,"Spring Branch, TX",,8425849,https://stats.ncaa.org/players/8425849,573989,2024,A&M-Corpus Christi,914,Southland,1,16580,26172
Zach Garcia,Fr.,C,0,0,45,5-8,LEFT,RIGHT,"Palacios, TX",,8425861,https://stats.ncaa.org/players/8425861,573989,2024,A&M-Corpus Christi,914,Southland,1,16580,26172
Bryce Logan,Jr.,INF,41,13,1,5-7,RIGHT,RIGHT,"Edmond, OK",,8425822,https://stats.ncaa.org/players/8425822,573989,2024,A&M-Corpus Christi,914,Southland,1,16580,26172
Stephen Hom,Jr.,INF,43,28,8,5-10,RIGHT,RIGHT,"San Jose, CA",,8425824,https://stats.ncaa.org/players/8425824,573989,2024,A&M-Corpus Christi,914,Southland,1,16580,26172
Drake Kerr,Jr.,OF,48,36,7,6-1,RIGHT,RIGHT,"Vici, OK",,8425826,https://stats.ncaa.org/players/8425826,573989,2024,A&M-Corpus Christi,914,Southland,1,16580,26172
Josh Blount,Jr.,OF,50,41,10,5-11,LEFT,LEFT,"De Pere, WI",,8425829,https://stats.ncaa.org/players/8425829,573989,2024,A&M-Corpus Christi,914,Southland,1,16580,26172
Joshua Flaugher,Jr.,P,18,2,15,6-1,RIGHT,RIGHT,"Bremerton, WA",,8425832,https://stats.ncaa.org/players/8425832,573989,2024,A&M-Corpus Christi,914,Southland,1,16580,26172
Cam Soliz,Jr.,P,17,1,24,5-10,RIGHT,RIGHT,"Kyle, TX",,8425840,https://stats.ncaa.org/players/8425840,573989,2024,A&M-Corpus Christi,914,Southland,1,16580,26172
Jaxon McTyre,So.,P,4,0,32,5-10,RIGHT,RIGHT,"Sallisaw, OK",,8425850,https://stats.ncaa.org/players/8425850,573989,2024,A&M-Corpus Christi,914,Southland,1,16580,26172
Dylan Snead,Fr.,INF,0,0,34,5-11,RIGHT,RIGHT,"Frisco, TX",,8425851,https://stats.ncaa.org/players/8425851,573989,2024,A&M-Corpus Christi,914,Southland,1,16580,26172
Anthony Sendejas,Jr.,P,10,0,41,6-2,LEFT,LEFT,"Bothell, WA",,8425857,https://stats.ncaa.org/players/8425857,573989,2024,A&M-Corpus Christi,914,Southland,1,16580,26172
Isaac Webb,Jr.,INF,56,55,3,5-11,RIGHT,RIGHT,"Collinsville, OK",Collinsville HS / Grayson College / Eastern Oklahoma State College,8425823,https://stats.ncaa.org/players/8425823,573989,2024,A&M-Corpus Christi,914,Southland,1,16580,26172
Kendall Dove,Fr.,UT,24,0,40,6-5,BOTH,RIGHT,"New Caney, TX",,8425855,https://stats.ncaa.org/players/8425855,573989,2024,A&M-Corpus Christi,914,Southland,1,16580,26172
Mason Persons,Jr.,INF,52,39,4,5-10,RIGHT,RIGHT,"Buckley, WA",,8425827,https://stats.ncaa.org/players/8425827,573989,2024,A&M-Corpus Christi,914,Southland,1,16580,26172
Riley Hunsaker,Jr.,P,15,12,35,6-3,RIGHT,RIGHT,"Peculiar, MO",,8425853,https://stats.ncaa.org/players/8425853,573989,2024,A&M-Corpus Christi,914,Southland,1,16580,26172
Aiden Huerta,Jr.,P,5,0,26,5-11,RIGHT,RIGHT,"Katy, TX",,8425843,https://stats.ncaa.org/players/8425843,573989,2024,A&M-Corpus Christi,914,Southland,1,16580,26172
Jack Hill,Jr.,P,24,9,36,6-4,RIGHT,RIGHT,"Edmond, OK",,8425852,https://stats.ncaa.org/players/8425852,573989,2024,A&M-Corpus Christi,914,Southland,1,16580,26172
Jack Nielsen,Jr.,INF,26,4,32,6-3,RIGHT,RIGHT,"Southlake, TX",Southlake Carroll HS,8268041,https://stats.ncaa.org/players/8268041,573995,2024,Abilene Christian,923,WAC,1,16580,2
Blaine Palmer,So.,P,19,0,11,5-11,RIGHT,RIGHT,"Buffalo Gap, TX",Jim Ned HS,8259463,https://stats.ncaa.org/players/8259463,573995,2024,Abilene Christian,923,WAC,1,16580,2
Luke Krkovski,Jr.,P,4,0,55,6-5,LEFT,LEFT,"Woronora, Australia",Woolooware HS,8263181,https://stats.ncaa.org/players/8263181,573995,2024,Abilene Christian,923,WAC,1,16580,2
Rolando De La Cruz,Sr.,P,17,7,30,6-0,RIGHT,RIGHT,"San Pedro de Macorís, Dominican Republic",,8279150,https://stats.ncaa.org/players/8279150,573995,2024,Abilene Christian,923,WAC,1,16580,2
Garrett Williams,Sr.,INF,55,55,7,5-10,RIGHT,RIGHT,"Grand Prairie, TX",South Grand Prairie HS,8283241,https://stats.ncaa.org/players/8283241,573995,2024,Abilene Christian,923,WAC,1,16580,2
Austin Glaze,Sr.,P,15,15,14,6-1,RIGHT,RIGHT,"Carthage, TX",Colleyville Heritage HS,8284460,https://stats.ncaa.org/players/8284460,573995,2024,Abilene Christian,923,WAC,1,16580,2
Maddox Miesse,So.,C,58,56,99,6-0,RIGHT,RIGHT,"Adkins, TX",East Central HS,8278575,https://stats.ncaa.org/players/8278575,573995,2024,Abilene Christian,923,WAC,1,16580,2
Blake Anderson,Sr.,P,0,0,35,5-11,RIGHT,RIGHT,"Royse City, TX",Royse City HS,8279894,https://stats.ncaa.org/players/8279894,573995,2024,Abilene Christian,923,WAC,1,16580,2
Reese Borho,Fr.,OF,43,38,28,6-0,LEFT,LEFT,"Abilene, TX",Wylie HS,8381500,https://stats.ncaa.org/players/8381500,573995,2024,Abilene Christian,923,WAC,1,16580,2
Noah Galvan,Jr.,P,0,0,8,5-11,RIGHT,RIGHT,"Fresno, CA",Clovis West HS,8381541,https://stats.ncaa.org/players/8381541,573995,2024,Abilene Christian,923,WAC,1,16580,2
Brett Garcia,Sr.,P,22,2,41,6-2,RIGHT,RIGHT,"La Mirada, CA",Valley Christian HS,8381542,https://stats.ncaa.org/players/8381542,573995,2024,Abilene Christian,923,WAC,1,16580,2
Brett Lanman,Fr.,P,16,15,45,6-4,LEFT,LEFT,"Fairview, TX",Lovejoy HS,8381588,https://stats.ncaa.org/players/8381588,573995,2024,Abilene Christian,923,WAC,1,16580,2
Beau Leisure,Fr.,P,2,0,25,6-4,RIGHT,RIGHT,"Knoxville, IA",Knoxville HS,8381593,https://stats.ncaa.org/players/8381593,573995,2024,Abilene Christian,923,WAC,1,16580,2
Colin Martin,Jr.,OF,0,0,5,6-1,LEFT,RIGHT,"Longview, TX",Spring Hill HS,8381594,https://stats.ncaa.org/players/8381594,573995,2024,Abilene Christian,923,WAC,1,16580,2
Brooks Carter,Fr.,C,0,0,9,5-11,LEFT,RIGHT,"Shallowater, TX",Shallowater HS,8381518,https://stats.ncaa.org/players/8381518,573995,2024,Abilene Christian,923,WAC,1,16580,2
OJ Gonzalez,Fr.,P,3,0,21,6-0,RIGHT,RIGHT,"Lakeway, TX",Lake Travis HS,8381575,https://stats.ncaa.org/players/8381575,573995,2024,Abilene Christian,923,WAC,1,16580,2
Caden Matlon,Jr.,C,24,19,40,6-1,RIGHT,RIGHT,"Grain Valley, MO",Grain Valley HS,8381623,https://stats.ncaa.org/players/8381623,573995,2024,Abilene Christian,923,WAC,1,16580,2
Jake Molinar,Fr.,P,0,0,22,6-3,RIGHT,RIGHT,"La Mesa, CA",The Bishop's HS,8381630,https://stats.ncaa.org/players/8381630,573995,2024,Abilene Christian,923,WAC,1,16580,2
DJ Van Atten,Jr.,INF,50,47,27,6-0,RIGHT,RIGHT,"Ada, OK",Latta HS,8381654,https://stats.ncaa.org/players/8381654,573995,2024,Abilene Christian,923,WAC,1,16580,2
Dash Albus,Jr.,P,20,0,15,5-11,LEFT,LEFT,"Abilene, TX",Wylie HS,8381492,https://stats.ncaa.org/players/8381492,573995,2024,Abilene Christian,923,WAC,1,16580,2
Joseph Carbone,Jr.,P,2,0,42,6-0,LEFT,LEFT,"Cypress, TX",Cypress Christian HS,8381516,https://stats.ncaa.org/players/8381516,573995,2024,Abilene Christian,923,WAC,1,16580,2
Chandler Freeman,Sr.,P,18,0,44,5-11,RIGHT,RIGHT,"Georgetown, TX",Colleyville Heritage HS,8381531,https://stats.ncaa.org/players/8381531,573995,2024,Abilene Christian,923,WAC,1,16580,2
Cruz Garcia,Fr.,C,0,0,47,5-10,RIGHT,RIGHT,"Kerrville, TX",Homeschool,8381565,https://stats.ncaa.org/players/8381565,573995,2024,Abilene Christian,923,WAC,1,16580,2
Iain Campa,Jr.,P,15,15,17,6-3,RIGHT,RIGHT,"El Paso, TX",Socorro HS,8381507,https://stats.ncaa.org/players/8381507,573995,2024,Abilene Christian,923,WAC,1,16580,2
Caden Greanead,Jr.,P,22,0,4,6-3,RIGHT,RIGHT,"Denton, TX",Denton HS,8381581,https://stats.ncaa.org/players/8381581,573995,2024,Abilene Christian,923,WAC,1,16580,2
Zandt Payne,Jr.,INF,57,56,2,5-10,BOTH,RIGHT,"Edmond, OK",Deer Creek HS,8381642,https://stats.ncaa.org/players/8381642,573995,2024,Abilene Christian,923,WAC,1,16580,2
Holden Rook,So.,OF,39,25,24,5-10,RIGHT,RIGHT,"The Woodlands, TX",College Park HS,8264361,https://stats.ncaa.org/players/8264361,573995,2024,Abilene Christian,923,WAC,1,16580,2
Benjamin Greer,Sr.,INF,44,39,6,6-0,BOTH,RIGHT,"Pearland, TX",Shadow Creek HS,8261791,https://stats.ncaa.org/players/8261791,573995,2024,Abilene Christian,923,WAC,1,16580,2
